support,itemsets
0.023596853752832957,"frozenset({'milk', 'frozen vegetables'})"
0.03572856952406346,"frozenset({'frozen vegetables', 'mineral water'})"
0.011331822423676844,"frozenset({'olive oil', 'frozen vegetables'})"
0.013464871350486601,"frozenset({'pancakes', 'frozen vegetables'})"
0.005465937874950006,"frozenset({'parmesan cheese', 'frozen vegetables'})"
0.006265831222503666,"frozenset({'salmon', 'frozen vegetables'})"
0.01666444474070124,"frozenset({'shrimp', 'frozen vegetables'})"
0.007998933475536596,"frozenset({'soup', 'frozen vegetables'})"
0.027862951606452472,"frozenset({'spaghetti', 'frozen vegetables'})"
0.004932675643247567,"frozenset({'tomato juice', 'frozen vegetables'})"
0.0161311825089988,"frozenset({'tomatoes', 'frozen vegetables'})"
0.008798826823090255,"frozenset({'turkey', 'frozen vegetables'})"
0.004399413411545127,"frozenset({'vegetables mix', 'frozen vegetables'})"
0.004932675643247567,"frozenset({'whole wheat pasta', 'frozen vegetables'})"
0.009065457938941474,"frozenset({'whole wheat rice', 'frozen vegetables'})"
0.007865617917610986,"frozenset({'green tea', 'grated cheese'})"
0.011331822423676844,"frozenset({'ground beef', 'grated cheese'})"
0.006532462338354886,"frozenset({'herb & pepper', 'grated cheese'})"
0.0041327822956939075,"frozenset({'honey', 'grated cheese'})"
0.005599253432875617,"frozenset({'low fat yogurt', 'grated cheese'})"
0.007865617917610986,"frozenset({'milk', 'grated cheese'})"
0.0174643380882549,"frozenset({'grated cheese', 'mineral water'})"
0.006265831222503666,"frozenset({'olive oil', 'grated cheese'})"
0.006932409012131715,"frozenset({'pancakes', 'grated cheese'})"
0.005199306759098787,"frozenset({'salmon', 'grated cheese'})"
0.004399413411545127,"frozenset({'shrimp', 'grated cheese'})"
0.01653112918277563,"frozenset({'spaghetti', 'grated cheese'})"
0.004399413411545127,"frozenset({'tomatoes', 'grated cheese'})"
0.004932675643247567,"frozenset({'turkey', 'grated cheese'})"
0.004532728969470737,"frozenset({'whole wheat rice', 'grated cheese'})"
0.014798026929742702,"frozenset({'green tea', 'ground beef'})"
0.004932675643247567,"frozenset({'ham', 'green tea'})"
0.006399146780429276,"frozenset({'herb & pepper', 'green tea'})"
0.009332089054792695,"frozenset({'green tea', 'honey'})"
0.006665777896280496,"frozenset({'green tea', 'hot dogs'})"
0.004399413411545127,"frozenset({'green tea', 'light mayo'})"
0.007598986801759766,"frozenset({'green tea', 'low fat yogurt'})"
0.01759765364618051,"frozenset({'green tea', 'milk'})"
0.03106252499666711,"frozenset({'green tea', 'mineral water'})"
0.0041327822956939075,"frozenset({'oil', 'green tea'})"
0.009998666844420743,"frozenset({'green tea', 'olive oil'})"
0.01639781362485002,"frozenset({'pancakes', 'green tea'})"
0.005199306759098787,"frozenset({'pepper', 'green tea'})"
0.004666044527396347,"frozenset({'red wine', 'green tea'})"
0.005865884548726837,"frozenset({'salmon', 'green tea'})"
0.011465137981602452,"frozenset({'shrimp', 'green tea'})"
0.007065724570057326,"frozenset({'green tea', 'soup'})"
0.026529796027196375,"frozenset({'green tea', 'spaghetti'})"
0.006265831222503666,"frozenset({'tomato juice', 'green tea'})"
0.012265031329156113,"frozenset({'tomatoes', 'green tea'})"
0.011865084655379284,"frozenset({'green tea', 'turkey'})"
0.005065991201173177,"frozenset({'vegetables mix', 'green tea'})"
0.005199306759098787,"frozenset({'green tea', 'whole wheat pasta'})"
0.009065457938941474,"frozenset({'whole wheat rice', 'green tea'})"
0.004932675643247567,"frozenset({'ham', 'ground beef'})"
0.015997866951073192,"frozenset({'herb & pepper', 'ground beef'})"
0.006799093454206106,"frozenset({'ground beef', 'honey'})"
0.009598720170643914,"frozenset({'ground beef', 'low fat yogurt'})"
0.021997067057725635,"frozenset({'ground beef', 'milk'})"
0.040927876283162246,"frozenset({'ground beef', 'mineral water'})"
0.014131449140114652,"frozenset({'olive oil', 'ground beef'})"
0.014531395813891481,"frozenset({'pancakes', 'ground beef'})"
0.006532462338354886,"frozenset({'pepper', 'ground beef'})"
0.004799360085321957,"frozenset({'red wine', 'ground beef'})"
0.004399413411545127,"frozenset({'ground beef', 'rice'})"
0.008932142381015865,"frozenset({'salmon', 'ground beef'})"
0.011465137981602452,"frozenset({'shrimp', 'ground beef'})"
0.009732035728569524,"frozenset({'ground beef', 'soup'})"
0.03919477403012932,"frozenset({'spaghetti', 'ground beef'})"
0.005332622317024397,"frozenset({'tomato sauce', 'ground beef'})"
0.011731769097453673,"frozenset({'tomatoes', 'ground beef'})"
0.009198773496867084,"frozenset({'ground beef', 'turkey'})"
0.004532728969470737,"frozenset({'ground beef', 'whole wheat pasta'})"
0.008132249033462205,"frozenset({'whole wheat rice', 'ground beef'})"
0.004932675643247567,"frozenset({'gums', 'mineral water'})"
0.004932675643247567,"frozenset({'ham', 'milk'})"
0.009198773496867084,"frozenset({'ham', 'mineral water'})"
0.004532728969470737,"frozenset({'ham', 'pancakes'})"
0.009198773496867084,"frozenset({'ham', 'spaghetti'})"
0.004266097853619517,"frozenset({'ham', 'whole wheat rice'})"
0.005865884548726837,"frozenset({'herb & pepper', 'low fat yogurt'})"
0.009198773496867084,"frozenset({'herb & pepper', 'milk'})"
0.017064391414478068,"frozenset({'herb & pepper', 'mineral water'})"
0.005065991201173177,"frozenset({'herb & pepper', 'olive oil'})"
0.007332355685908546,"frozenset({'pancakes', 'herb & pepper'})"
0.007065724570057326,"frozenset({'shrimp', 'herb & pepper'})"
0.01626449806692441,"frozenset({'herb & pepper', 'spaghetti'})"
0.004399413411545127,"frozenset({'herb & pepper', 'tomatoes'})"
0.004799360085321957,"frozenset({'herb & pepper', 'turkey'})"
0.007732302359685375,"frozenset({'milk', 'honey'})"
0.015064658045593921,"frozenset({'honey', 'mineral water'})"
0.004799360085321957,"frozenset({'olive oil', 'honey'})"
0.006665777896280496,"frozenset({'pancakes', 'honey'})"
0.004399413411545127,"frozenset({'shrimp', 'honey'})"
0.011865084655379284,"frozenset({'spaghetti', 'honey'})"
0.005332622317024397,"frozenset({'tomatoes', 'honey'})"
0.005732568990801226,"frozenset({'honey', 'turkey'})"
0.004399413411545127,"frozenset({'milk', 'hot dogs'})"
0.009198773496867084,"frozenset({'hot dogs', 'mineral water'})"
0.004266097853619517,"frozenset({'pancakes', 'hot dogs'})"
0.008665511265164644,"frozenset({'spaghetti', 'hot dogs'})"
0.007332355685908546,"frozenset({'light cream', 'mineral water'})"
0.005332622317024397,"frozenset({'spaghetti', 'light cream'})"
0.006265831222503666,"frozenset({'light mayo', 'mineral water'})"
0.005465937874950006,"frozenset({'pancakes', 'light mayo'})"
0.013198240234635382,"frozenset({'milk', 'low fat yogurt'})"
0.023996800426609784,"frozenset({'low fat yogurt', 'mineral water'})"
0.006799093454206106,"frozenset({'olive oil', 'low fat yogurt'})"
0.009465404612718305,"frozenset({'pancakes', 'low fat yogurt'})"
0.006265831222503666,"frozenset({'shrimp', 'low fat yogurt'})"
0.005732568990801226,"frozenset({'soup', 'low fat yogurt'})"
0.015197973603519531,"frozenset({'spaghetti', 'low fat yogurt'})"
0.005999200106652446,"frozenset({'tomatoes', 'low fat yogurt'})"
0.005065991201173177,"frozenset({'turkey', 'low fat yogurt'})"
0.006532462338354886,"frozenset({'whole wheat rice', 'low fat yogurt'})"
0.005465937874950006,"frozenset({'meatballs', 'milk'})"
0.007732302359685375,"frozenset({'meatballs', 'mineral water'})"
0.006399146780429276,"frozenset({'meatballs', 'spaghetti'})"
0.04799360085321957,"frozenset({'milk', 'mineral water'})"
0.0041327822956939075,"frozenset({'oil', 'milk'})"
0.017064391414478068,"frozenset({'olive oil', 'milk'})"
0.01653112918277563,"frozenset({'pancakes', 'milk'})"
0.005065991201173177,"frozenset({'pepper', 'milk'})"
0.009732035728569524,"frozenset({'salmon', 'milk'})"
0.01759765364618051,"frozenset({'shrimp', 'milk'})"
0.015197973603519531,"frozenset({'milk', 'soup'})"
0.03546193840821224,"frozenset({'spaghetti', 'milk'})"
0.005732568990801226,"frozenset({'tomato juice', 'milk'})"
0.013998133582189041,"frozenset({'tomatoes', 'milk'})"
0.011331822423676844,"frozenset({'milk', 'turkey'})"
0.004399413411545127,"frozenset({'vegetables mix', 'milk'})"
0.009865351286495135,"frozenset({'milk', 'whole wheat pasta'})"
0.011865084655379284,"frozenset({'whole wheat rice', 'milk'})"
0.005865884548726837,"frozenset({'mint', 'mineral water'})"
0.004399413411545127,"frozenset({'muffins', 'mineral water'})"
0.005065991201173177,"frozenset({'nonfat milk', 'mineral water'})"
0.007332355685908546,"frozenset({'oil', 'mineral water'})"
0.027596320490601255,"frozenset({'olive oil', 'mineral water'})"
0.03372883615517931,"frozenset({'pancakes', 'mineral water'})"
0.004666044527396347,"frozenset({'parmesan cheese', 'mineral water'})"
0.008265564591387815,"frozenset({'pepper', 'mineral water'})"
0.007732302359685375,"frozenset({'protein bar', 'mineral water'})"
0.010931875749900012,"frozenset({'red wine', 'mineral water'})"
0.007732302359685375,"frozenset({'rice', 'mineral water'})"
0.017064391414478068,"frozenset({'salmon', 'mineral water'})"
0.023596853752832957,"frozenset({'shrimp', 'mineral water'})"
0.023063591521130515,"frozenset({'soup', 'mineral water'})"
0.05972536995067324,"frozenset({'spaghetti', 'mineral water'})"
0.005065991201173177,"frozenset({'strawberries', 'mineral water'})"
0.009598720170643914,"frozenset({'tomato juice', 'mineral water'})"
0.005732568990801226,"frozenset({'tomato sauce', 'mineral water'})"
0.024396747100386616,"frozenset({'tomatoes', 'mineral water'})"
0.019197440341287828,"frozenset({'turkey', 'mineral water'})"
0.007865617917610986,"frozenset({'vegetables mix', 'mineral water'})"
0.004399413411545127,"frozenset({'white wine', 'mineral water'})"
0.009598720170643914,"frozenset({'whole wheat pasta', 'mineral water'})"
0.020130649246767097,"frozenset({'whole wheat rice', 'mineral water'})"
0.005599253432875617,"frozenset({'yogurt cake', 'mineral water'})"
0.004266097853619517,"frozenset({'mushroom cream sauce', 'spaghetti'})"
0.005732568990801226,"frozenset({'oil', 'spaghetti'})"
0.010798560191974404,"frozenset({'pancakes', 'olive oil'})"
0.005732568990801226,"frozenset({'salmon', 'olive oil'})"
0.008132249033462205,"frozenset({'shrimp', 'olive oil'})"
0.008932142381015865,"frozenset({'olive oil', 'soup'})"
0.022930275963204905,"frozenset({'spaghetti', 'olive oil'})"
0.007199040127982935,"frozenset({'tomatoes', 'olive oil'})"
0.005332622317024397,"frozenset({'olive oil', 'turkey'})"
0.007998933475536596,"frozenset({'olive oil', 'whole wheat pasta'})"
0.004799360085321957,"frozenset({'pancakes', 'pepper'})"
0.004266097853619517,"frozenset({'pancakes', 'salmon'})"
0.010531929076123183,"frozenset({'pancakes', 'shrimp'})"
0.006799093454206106,"frozenset({'pancakes', 'soup'})"
0.025196640447940274,"frozenset({'pancakes', 'spaghetti'})"
0.004932675643247567,"frozenset({'pancakes', 'tomato juice'})"
0.009865351286495135,"frozenset({'pancakes', 'tomatoes'})"
0.009598720170643914,"frozenset({'pancakes', 'turkey'})"
0.004666044527396347,"frozenset({'pancakes', 'whole wheat pasta'})"
0.006932409012131715,"frozenset({'pancakes', 'whole wheat rice'})"
0.006799093454206106,"frozenset({'parmesan cheese', 'spaghetti'})"
0.005065991201173177,"frozenset({'shrimp', 'pasta'})"
0.009865351286495135,"frozenset({'pepper', 'spaghetti'})"
0.005065991201173177,"frozenset({'spaghetti', 'protein bar'})"
0.010265297960271964,"frozenset({'red wine', 'spaghetti'})"
0.005065991201173177,"frozenset({'spaghetti', 'rice'})"
0.004666044527396347,"frozenset({'shrimp', 'salmon'})"
0.013464871350486601,"frozenset({'salmon', 'spaghetti'})"
0.004932675643247567,"frozenset({'salmon', 'tomatoes'})"
0.0041327822956939075,"frozenset({'salmon', 'turkey'})"
0.005599253432875617,"frozenset({'shrimp', 'soup'})"
0.021197173710171976,"frozenset({'shrimp', 'spaghetti'})"
0.011198506865751233,"frozenset({'shrimp', 'tomatoes'})"
0.006399146780429276,"frozenset({'shrimp', 'turkey'})"
0.005865884548726837,"frozenset({'shrimp', 'whole wheat rice'})"
0.014264764698040262,"frozenset({'spaghetti', 'soup'})"
0.006932409012131715,"frozenset({'tomatoes', 'soup'})"
0.004932675643247567,"frozenset({'turkey', 'soup'})"
0.0041327822956939075,"frozenset({'strawberries', 'spaghetti'})"
0.007465671243834155,"frozenset({'tomato juice', 'spaghetti'})"
0.006265831222503666,"frozenset({'tomato sauce', 'spaghetti'})"
0.020930542594320756,"frozenset({'tomatoes', 'spaghetti'})"
0.01653112918277563,"frozenset({'spaghetti', 'turkey'})"
0.005599253432875617,"frozenset({'vegetables mix', 'spaghetti'})"
0.004532728969470737,"frozenset({'white wine', 'spaghetti'})"
0.008798826823090255,"frozenset({'spaghetti', 'whole wheat pasta'})"
0.014131449140114652,"frozenset({'whole wheat rice', 'spaghetti'})"
0.006532462338354886,"frozenset({'tomatoes', 'turkey'})"
0.005999200106652446,"frozenset({'whole wheat rice', 'tomatoes'})"
0.007065724570057326,"frozenset({'whole wheat rice', 'turkey'})"
0.004799360085321957,"frozenset({'burgers', 'cake', 'mineral water'})"
0.005465937874950006,"frozenset({'chocolate', 'burgers', 'eggs'})"
0.004799360085321957,"frozenset({'chocolate', 'french fries', 'burgers'})"
0.005465937874950006,"frozenset({'chocolate', 'burgers', 'milk'})"
0.005732568990801226,"frozenset({'chocolate', 'burgers', 'mineral water'})"
0.006399146780429276,"frozenset({'chocolate', 'burgers', 'spaghetti'})"
0.009065457938941474,"frozenset({'french fries', 'burgers', 'eggs'})"
0.005999200106652446,"frozenset({'burgers', 'green tea', 'eggs'})"
0.005332622317024397,"frozenset({'burgers', 'milk', 'eggs'})"
0.007865617917610986,"frozenset({'burgers', 'eggs', 'mineral water'})"
0.0041327822956939075,"frozenset({'burgers', 'pancakes', 'eggs'})"
0.007199040127982935,"frozenset({'burgers', 'spaghetti', 'eggs'})"
0.005465937874950006,"frozenset({'french fries', 'burgers', 'green tea'})"
0.005599253432875617,"frozenset({'french fries', 'burgers', 'milk'})"
0.005199306759098787,"frozenset({'french fries', 'burgers', 'mineral water'})"
0.005599253432875617,"frozenset({'french fries', 'burgers', 'spaghetti'})"
0.004932675643247567,"frozenset({'frozen vegetables', 'burgers', 'mineral water'})"
0.004799360085321957,"frozenset({'burgers', 'green tea', 'spaghetti'})"
0.0041327822956939075,"frozenset({'burgers', 'milk', 'ground beef'})"
0.005332622317024397,"frozenset({'burgers', 'ground beef', 'mineral water'})"
0.005465937874950006,"frozenset({'burgers', 'spaghetti', 'ground beef'})"
0.006932409012131715,"frozenset({'burgers', 'milk', 'mineral water'})"
0.006399146780429276,"frozenset({'burgers', 'spaghetti', 'milk'})"
0.006532462338354886,"frozenset({'burgers', 'spaghetti', 'mineral water'})"
0.004399413411545127,"frozenset({'burgers', 'pancakes', 'spaghetti'})"
0.004266097853619517,"frozenset({'chocolate', 'cake', 'eggs'})"
0.005599253432875617,"frozenset({'chocolate', 'cake', 'mineral water'})"
0.005199306759098787,"frozenset({'chocolate', 'spaghetti', 'cake'})"
0.004532728969470737,"frozenset({'french fries', 'cake', 'eggs'})"
0.0041327822956939075,"frozenset({'cake', 'milk', 'eggs'})"
0.007199040127982935,"frozenset({'cake', 'eggs', 'mineral water'})"
0.004799360085321957,"frozenset({'spaghetti', 'cake', 'eggs'})"
0.004399413411545127,"frozenset({'french fries', 'green tea', 'cake'})"
0.006399146780429276,"frozenset({'french fries', 'cake', 'mineral water'})"
0.004799360085321957,"frozenset({'frozen vegetables', 'cake', 'mineral water'})"
0.0041327822956939075,"frozenset({'green tea', 'cake', 'mineral water'})"
0.006399146780429276,"frozenset({'cake', 'milk', 'mineral water'})"
0.0041327822956939075,"frozenset({'spaghetti', 'cake', 'milk'})"
0.0041327822956939075,"frozenset({'pancakes', 'cake', 'mineral water'})"
0.007065724570057326,"frozenset({'spaghetti', 'cake', 'mineral water'})"
0.0041327822956939075,"frozenset({'pancakes', 'spaghetti', 'cake'})"
0.004532728969470737,"frozenset({'chocolate', 'chicken', 'milk'})"
0.007598986801759766,"frozenset({'chocolate', 'chicken', 'mineral water'})"
0.004266097853619517,"frozenset({'chocolate', 'chicken', 'spaghetti'})"
0.0041327822956939075,"frozenset({'chicken', 'milk', 'eggs'})"
0.005199306759098787,"frozenset({'chicken', 'eggs', 'mineral water'})"
0.0041327822956939075,"frozenset({'chicken', 'spaghetti', 'eggs'})"
0.004266097853619517,"frozenset({'french fries', 'chicken', 'mineral water'})"
0.004799360085321957,"frozenset({'chicken', 'spaghetti', 'ground beef'})"
0.006665777896280496,"frozenset({'chicken', 'milk', 'mineral water'})"
0.005465937874950006,"frozenset({'chicken', 'spaghetti', 'milk'})"
0.004799360085321957,"frozenset({'chicken', 'pancakes', 'mineral water'})"
0.006932409012131715,"frozenset({'chicken', 'spaghetti', 'mineral water'})"
0.004532728969470737,"frozenset({'chocolate', 'cooking oil', 'eggs'})"
0.004399413411545127,"frozenset({'chocolate', 'cooking oil', 'milk'})"
0.005732568990801226,"frozenset({'chocolate', 'cooking oil', 'mineral water'})"
0.004399413411545127,"frozenset({'chocolate', 'spaghetti', 'cooking oil'})"
0.008398880149313425,"frozenset({'chocolate', 'french fries', 'eggs'})"
0.005732568990801226,"frozenset({'chocolate', 'eggs', 'frozen vegetables'})"
0.005465937874950006,"frozenset({'chocolate', 'green tea', 'eggs'})"
0.006532462338354886,"frozenset({'chocolate', 'ground beef', 'eggs'})"
0.009198773496867084,"frozenset({'chocolate', 'milk', 'eggs'})"
0.013464871350486601,"frozenset({'chocolate', 'eggs', 'mineral water'})"
0.005599253432875617,"frozenset({'chocolate', 'pancakes', 'eggs'})"
0.010531929076123183,"frozenset({'chocolate', 'spaghetti', 'eggs'})"
0.005199306759098787,"frozenset({'chocolate', 'french fries', 'escalope'})"
0.005599253432875617,"frozenset({'chocolate', 'escalope', 'mineral water'})"
0.004399413411545127,"frozenset({'chocolate', 'spaghetti', 'escalope'})"
0.005599253432875617,"frozenset({'chocolate', 'french fries', 'frozen vegetables'})"
0.005199306759098787,"frozenset({'chocolate', 'french fries', 'green tea'})"
0.007332355685908546,"frozenset({'chocolate', 'french fries', 'milk'})"
0.008532195707239034,"frozenset({'chocolate', 'french fries', 'mineral water'})"
0.005465937874950006,"frozenset({'chocolate', 'pancakes', 'french fries'})"
0.007998933475536596,"frozenset({'chocolate', 'french fries', 'spaghetti'})"
0.0041327822956939075,"frozenset({'chocolate', 'frozen smoothie', 'milk'})"
0.005065991201173177,"frozenset({'chocolate', 'frozen smoothie', 'mineral water'})"
0.004666044527396347,"frozenset({'chocolate', 'spaghetti', 'frozen smoothie'})"
0.005732568990801226,"frozenset({'chocolate', 'ground beef', 'frozen vegetables'})"
0.007998933475536596,"frozenset({'chocolate', 'milk', 'frozen vegetables'})"
0.009732035728569524,"frozenset({'chocolate', 'frozen vegetables', 'mineral water'})"
0.005332622317024397,"frozenset({'chocolate', 'shrimp', 'frozen vegetables'})"
0.007865617917610986,"frozenset({'chocolate', 'spaghetti', 'frozen vegetables'})"
0.004666044527396347,"frozenset({'chocolate', 'green tea', 'milk'})"
0.006932409012131715,"frozenset({'chocolate', 'green tea', 'mineral water'})"
0.004266097853619517,"frozenset({'chocolate', 'pancakes', 'green tea'})"
0.007065724570057326,"frozenset({'chocolate', 'green tea', 'spaghetti'})"
0.0061325156645780565,"frozenset({'chocolate', 'ground beef', 'milk'})"
0.010931875749900012,"frozenset({'chocolate', 'ground beef', 'mineral water'})"
0.009198773496867084,"frozenset({'chocolate', 'spaghetti', 'ground beef'})"
0.005732568990801226,"frozenset({'chocolate', 'low fat yogurt', 'mineral water'})"
0.013998133582189041,"frozenset({'chocolate', 'milk', 'mineral water'})"
0.005199306759098787,"frozenset({'chocolate', 'olive oil', 'milk'})"
0.004799360085321957,"frozenset({'chocolate', 'pancakes', 'milk'})"
0.005465937874950006,"frozenset({'chocolate', 'shrimp', 'milk'})"
0.010931875749900012,"frozenset({'chocolate', 'spaghetti', 'milk'})"
0.008265564591387815,"frozenset({'chocolate', 'olive oil', 'mineral water'})"
0.009332089054792695,"frozenset({'chocolate', 'pancakes', 'mineral water'})"
0.004532728969470737,"frozenset({'chocolate', 'salmon', 'mineral water'})"
0.007598986801759766,"frozenset({'chocolate', 'shrimp', 'mineral water'})"
0.005599253432875617,"frozenset({'chocolate', 'soup', 'mineral water'})"
0.01586455139314758,"frozenset({'chocolate', 'spaghetti', 'mineral water'})"
0.005732568990801226,"frozenset({'chocolate', 'tomatoes', 'mineral water'})"
0.0041327822956939075,"frozenset({'chocolate', 'turkey', 'mineral water'})"
0.007065724570057326,"frozenset({'chocolate', 'spaghetti', 'olive oil'})"
0.006799093454206106,"frozenset({'chocolate', 'pancakes', 'spaghetti'})"
0.006399146780429276,"frozenset({'chocolate', 'shrimp', 'spaghetti'})"
0.004932675643247567,"frozenset({'chocolate', 'tomatoes', 'spaghetti'})"
0.0041327822956939075,"frozenset({'chocolate', 'whole wheat rice', 'spaghetti'})"
0.004666044527396347,"frozenset({'french fries', 'green tea', 'cookies'})"
0.006399146780429276,"frozenset({'cooking oil', 'eggs', 'mineral water'})"
0.0041327822956939075,"frozenset({'cooking oil', 'spaghetti', 'eggs'})"
0.004799360085321957,"frozenset({'cooking oil', 'spaghetti', 'ground beef'})"
0.004666044527396347,"frozenset({'cooking oil', 'milk', 'mineral water'})"
0.004666044527396347,"frozenset({'cooking oil', 'pancakes', 'mineral water'})"
0.007598986801759766,"frozenset({'cooking oil', 'spaghetti', 'mineral water'})"
0.005199306759098787,"frozenset({'french fries', 'eggs', 'frozen vegetables'})"
0.007065724570057326,"frozenset({'french fries', 'green tea', 'eggs'})"
0.007199040127982935,"frozenset({'french fries', 'milk', 'eggs'})"
0.006932409012131715,"frozenset({'french fries', 'eggs', 'mineral water'})"
0.004799360085321957,"frozenset({'french fries', 'pancakes', 'eggs'})"
0.007998933475536596,"frozenset({'french fries', 'spaghetti', 'eggs'})"
0.0041327822956939075,"frozenset({'frozen smoothie', 'eggs', 'mineral water'})"
0.004399413411545127,"frozenset({'ground beef', 'eggs', 'frozen vegetables'})"
0.007332355685908546,"frozenset({'milk', 'eggs', 'frozen vegetables'})"
0.009065457938941474,"frozenset({'frozen vegetables', 'eggs', 'mineral water'})"
0.005732568990801226,"frozenset({'spaghetti', 'eggs', 'frozen vegetables'})"
0.004399413411545127,"frozenset({'grated cheese', 'eggs', 'mineral water'})"
0.004266097853619517,"frozenset({'spaghetti', 'eggs', 'grated cheese'})"
0.006932409012131715,"frozenset({'green tea', 'eggs', 'mineral water'})"
0.005732568990801226,"frozenset({'green tea', 'spaghetti', 'eggs'})"
0.0041327822956939075,"frozenset({'herb & pepper', 'ground beef', 'eggs'})"
0.005865884548726837,"frozenset({'ground beef', 'milk', 'eggs'})"
0.010131982402346354,"frozenset({'ground beef', 'eggs', 'mineral water'})"
0.008932142381015865,"frozenset({'spaghetti', 'ground beef', 'eggs'})"
0.005332622317024397,"frozenset({'herb & pepper', 'eggs', 'mineral water'})"
0.004799360085321957,"frozenset({'herb & pepper', 'spaghetti', 'eggs'})"
0.0061325156645780565,"frozenset({'eggs', 'low fat yogurt', 'mineral water'})"
0.013064924676709772,"frozenset({'milk', 'eggs', 'mineral water'})"
0.004666044527396347,"frozenset({'pancakes', 'milk', 'eggs'})"
0.004266097853619517,"frozenset({'shrimp', 'milk', 'eggs'})"
0.008932142381015865,"frozenset({'spaghetti', 'milk', 'eggs'})"
0.005865884548726837,"frozenset({'olive oil', 'eggs', 'mineral water'})"
0.007865617917610986,"frozenset({'pancakes', 'eggs', 'mineral water'})"
0.005199306759098787,"frozenset({'shrimp', 'eggs', 'mineral water'})"
0.004932675643247567,"frozenset({'eggs', 'soup', 'mineral water'})"
0.014264764698040262,"frozenset({'spaghetti', 'eggs', 'mineral water'})"
0.005065991201173177,"frozenset({'tomatoes', 'eggs', 'mineral water'})"
0.005599253432875617,"frozenset({'turkey', 'eggs', 'mineral water'})"
0.005065991201173177,"frozenset({'spaghetti', 'olive oil', 'eggs'})"
0.006665777896280496,"frozenset({'pancakes', 'spaghetti', 'eggs'})"
0.005199306759098787,"frozenset({'spaghetti', 'turkey', 'eggs'})"
0.004799360085321957,"frozenset({'spaghetti', 'escalope', 'mineral water'})"
0.005732568990801226,"frozenset({'french fries', 'milk', 'frozen vegetables'})"
0.0061325156645780565,"frozenset({'frozen vegetables', 'french fries', 'mineral water'})"
0.005332622317024397,"frozenset({'french fries', 'spaghetti', 'frozen vegetables'})"
0.0061325156645780565,"frozenset({'french fries', 'green tea', 'mineral water'})"
0.004532728969470737,"frozenset({'french fries', 'pancakes', 'green tea'})"
0.005332622317024397,"frozenset({'french fries', 'green tea', 'spaghetti'})"
0.005332622317024397,"frozenset({'french fries', 'ground beef', 'mineral water'})"
0.005599253432875617,"frozenset({'french fries', 'spaghetti', 'ground beef'})"
0.008265564591387815,"frozenset({'french fries', 'milk', 'mineral water'})"
0.006399146780429276,"frozenset({'french fries', 'spaghetti', 'milk'})"
0.006532462338354886,"frozenset({'french fries', 'pancakes', 'mineral water'})"
0.010131982402346354,"frozenset({'french fries', 'spaghetti', 'mineral water'})"
0.005732568990801226,"frozenset({'french fries', 'pancakes', 'spaghetti'})"
0.0041327822956939075,"frozenset({'spaghetti', 'frozen smoothie', 'frozen vegetables'})"
0.0061325156645780565,"frozenset({'frozen smoothie', 'milk', 'mineral water'})"
0.005599253432875617,"frozenset({'spaghetti', 'frozen smoothie', 'milk'})"
0.006799093454206106,"frozenset({'spaghetti', 'frozen smoothie', 'mineral water'})"
0.004532728969470737,"frozenset({'frozen vegetables', 'green tea', 'mineral water'})"
0.004266097853619517,"frozenset({'green tea', 'spaghetti', 'frozen vegetables'})"
0.005732568990801226,"frozenset({'ground beef', 'milk', 'frozen vegetables'})"
0.009198773496867084,"frozenset({'frozen vegetables', 'ground beef', 'mineral water'})"
0.008665511265164644,"frozenset({'spaghetti', 'ground beef', 'frozen vegetables'})"
0.004532728969470737,"frozenset({'mineral water', 'low fat yogurt', 'frozen vegetables'})"
0.011065191307825623,"frozenset({'frozen vegetables', 'milk', 'mineral water'})"
0.004799360085321957,"frozenset({'olive oil', 'milk', 'frozen vegetables'})"
0.004666044527396347,"frozenset({'shrimp', 'milk', 'frozen vegetables'})"
0.008265564591387815,"frozenset({'spaghetti', 'milk', 'frozen vegetables'})"
0.0041327822956939075,"frozenset({'tomatoes', 'milk', 'frozen vegetables'})"
0.006532462338354886,"frozenset({'frozen vegetables', 'olive oil', 'mineral water'})"
0.0061325156645780565,"frozenset({'frozen vegetables', 'pancakes', 'mineral water'})"
0.007199040127982935,"frozenset({'frozen vegetables', 'shrimp', 'mineral water'})"
0.005065991201173177,"frozenset({'frozen vegetables', 'soup', 'mineral water'})"
0.011998400213304892,"frozenset({'frozen vegetables', 'spaghetti', 'mineral water'})"
0.005865884548726837,"frozenset({'frozen vegetables', 'tomatoes', 'mineral water'})"
0.004399413411545127,"frozenset({'frozen vegetables', 'turkey', 'mineral water'})"
0.004399413411545127,"frozenset({'frozen vegetables', 'whole wheat rice', 'mineral water'})"
0.005732568990801226,"frozenset({'spaghetti', 'olive oil', 'frozen vegetables'})"
0.004399413411545127,"frozenset({'pancakes', 'spaghetti', 'frozen vegetables'})"
0.005999200106652446,"frozenset({'shrimp', 'spaghetti', 'frozen vegetables'})"
0.006665777896280496,"frozenset({'tomatoes', 'spaghetti', 'frozen vegetables'})"
0.005065991201173177,"frozenset({'grated cheese', 'ground beef', 'mineral water'})"
0.005332622317024397,"frozenset({'spaghetti', 'ground beef', 'grated cheese'})"
0.006265831222503666,"frozenset({'grated cheese', 'spaghetti', 'mineral water'})"
0.005199306759098787,"frozenset({'green tea', 'ground beef', 'mineral water'})"
